-56.23382,-56.399475,-52.71805,-49.797947,-53.151253,-51.60076,-49.01446,-50.13338,-50.338158,-48.293907
-53.386078,-51.848225,-53.108826,-53.650703,-54.765076,-57.34653,-55.460983,-58.98885,-54.278275,-56.906002
-45.359425,-47.441284,-51.60093,-53.01193,-51.329052,-48.45734,-53.36893,-49.950603,-53.162693,-47.52426
-59.501057,-61.21577,-59.8398,-53.74485,-54.587006,-54.073277,-54.86375,-53.687515,-56.776608,-53.399765
-47.983803,-51.015556,-49.650135,-51.897217,-50.15057,-50.748497,-52.934116,-53.545082,-53.91954,-51.198486
-46.304996,-44.791965,-46.14512,-50.131542,-54.96117,-54.071934,-49.372585,-50.94032,-51.825367,-51.486454
-64.150505,-65.373665,-65.11572,-53.43866,-53.50922,-53.816036,-53.938694,-57.57037,-52.950073,-56.74393
-53.02937,-51.469955,-52.864666,-51.91489,-55.795013,-55.017937,-54.51087,-56.991226,-58.856777,-56.617424
-40.93558,-40.624077,-42.42021,-54.27047,-52.98639,-53.867218,-54.07808,-52.482586,-49.88351,-55.92767
-47.64666,-50.784176,-48.62573,-52.89928,-51.585533,-51.74971,-53.294136,-54.732216,-52.542095,-52.3206
-55.40551,-53.71777,-55.61784,-57.172626,-57.64805,-54.655098,-57.399925,-62.238605,-62.292744,-57.3607
-57.4319,-58.43315,-58.963375,-54.625427,-54.18211,-55.66248,-53.89917,-52.649555,-56.485813,-53.441223
-47.647514,-45.944447,-47.120136,-52.1897,-52.714417,-56.365395,-52.44339,-52.868965,-54.889557,-53.12418
-51.866203,-53.253822,-52.33015,-56.864017,-52.433197,-52.03362,-54.94008,-49.556087,-48.099792,-54.12647
-54.348255,-52.570465,-52.579437,-54.05985,-56.323463,-57.389973,-55.61985,-59.37037,-54.10044,-57.06798
-56.088028,-54.8747,-59.457764,-54.913345,-58.407513,-63.971203,-56.269043,-53.209213,-57.746628,-61.872852
-46.751682,-45.143517,-46.684925,-50.721004,-53.1856,-56.089317,-51.094727,-50.354027,-53.169178,-51.418125
-59.8042,-61.321014,-60.77639,-54.006275,-52.894794,-53.445114,-53.279007,-55.873928,-56.92931,-55.846054
-55.907047,-56.086117,-56.661377,-52.081688,-51.76796,-55.553265,-50.91867,-50.77875,-53.210453,-51.2181
-55.599262,-56.143787,-53.056244,-49.888863,-52.976234,-51.920475,-48.535664,-50.118866,-50.191124,-48.159378
-62.408108,-63.926353,-63.91627,-52.5466,-52.448307,-51.427494,-52.828144,-56.38861,-54.918087,-56.709503
-47.849884,-46.57887,-47.111744,-54.94652,-55.27675,-55.5199,-55.288723,-52.21571,-55.640236,-54.575626
-55.58794,-53.83549,-56.858276,-66.2777,-67.38734,-57.940735,-66.542076,-61.369316,-50.759678,-55.11401
-44.46869,-43.063988,-44.377125,-51.912586,-54.264057,-52.662003,-55.579605,-50.459213,-52.136795,-49.26907
-64.1947,-64.98129,-67.87045,-56.10577,-53.151966,-52.38626,-55.496983,-59.262745,-55.422413,-56.496117
-55.31426,-53.611298,-56.26615,-61.396606,-54.3721,-54.967823,-64.98082,-57.162094,-52.089245,-62.267456
-50.717396,-50.094128,-51.789856,-55.250885,-54.91225,-55.0638,-54.71639,-51.787094,-55.235058,-54.431545
-44.99073,-48.491302,-52.346672,-48.476837,-51.450405,-43.78077,-49.44266,-49.790283,-49.974545,-43.080948
-48.291115,-52.29224,-49.155907,-52.237843,-51.062294,-51.06382,-52.52619,-54.188454,-52.60593,-51.704197
-50.061478,-48.784756,-49.58152,-54.278503,-54.365803,-55.03222,-53.81221,-56.78199,-58.1998,-56.818676
-49.51812,-48.27365,-49.571808,-53.320957,-55.07029,-55.276443,-55.618176,-54.416252,-57.891716,-54.205624
-50.048805,-52.269318,-49.83529,-55.30461,-53.11344,-51.598858,-53.434776,-49.58477,-48.45123,-55.694138
-56.70142,-57.714928,-56.69159,-50.611034,-54.64274,-53.71635,-49.33511,-49.006668,-50.790836,-51.109722
-51.644302,-52.360943,-53.17613,-56.950092,-53.297165,-53.452293,-55.785683,-48.674934,-50.78222,-50.37027
-57.66149,-59.646202,-57.689537,-56.02873,-54.110947,-54.25237,-53.975536,-50.855576,-54.06639,-53.574432
-61.318287,-63.40553,-62.051655,-54.884743,-52.665745,-54.066376,-52.851994,-55.8064,-56.214542,-56.28439
-63.206245,-64.3391,-63.818367,-52.269497,-53.60167,-53.729866,-53.364807,-56.810684,-54.25231,-56.336662
-65.31184,-67.48606,-67.499084,-64.632164,-57.606518,-55.37652,-56.799534,-57.56289,-57.00217,-54.764816
-51.36733,-50.23988,-51.929142,-54.88034,-54.77253,-55.43163,-53.436108,-56.353592,-57.983932,-58.051235
-54.732067,-55.78332,-51.76339,-52.725677,-53.26742,-51.130436,-55.97363,-48.940426,-50.549755,-48.157265
-54.094387,-52.29011,-52.083286,-53.57221,-54.612766,-55.972424,-55.57303,-59.75645,-54.31481,-56.19656
-46.931477,-45.392143,-47.385647,-51.657093,-52.50375,-56.374043,-51.897594,-52.361946,-54.445755,-52.39544
-49.32777,-48.165657,-49.575798,-54.141575,-55.166306,-55.49991,-55.145847,-54.018856,-57.862827,-54.149082
-53.070717,-51.696686,-53.93741,-53.231747,-54.108017,-53.55337,-54.50891,-58.36209,-57.037346,-58.383102
-45.98545,-44.37866,-45.76802,-50.55821,-54.807373,-53.455715,-48.75001,-51.136883,-51.309616,-50.19614
-62.883842,-64.26205,-62.467747,-52.732994,-54.128464,-54.01558,-53.376152,-56.3976,-56.09102,-56.190247
-56.58326,-57.120346,-56.904053,-52.32094,-51.531902,-55.34522,-51.09745,-51.276497,-53.389164,-51.560947
-60.591965,-62.307373,-61.51722,-54.277576,-52.916843,-53.7546,-52.931305,-56.19422,-56.759827,-56.17039
-41.57666,-40.904186,-42.508472,-54.73224,-53.658794,-53.095627,-54.08629,-51.081413,-49.432384,-56.53459
-56.469097,-54.536407,-56.002506,-55.777546,-54.71347,-54.852142,-57.23077,-62.301544,-58.759296,-57.894012
