-38.235912,-38.328384,-35.448692,-32.877453,-35.64819,-34.467392,-31.980692,-33.263603,-33.46871,-31.570534
-39.726547,-38.49751,-39.117126,-39.73019,-40.68679,-42.93156,-41.54469,-44.327843,-40.1489,-42.00151
-24.436647,-25.475513,-29.100565,-31.791113,-29.62435,-28.77403,-31.573809,-28.490828,-31.230818,-27.947355
-43.50857,-45.164192,-44.133316,-38.485424,-39.3037,-38.367226,-39.611946,-38.48669,-41.128876,-37.853516
-27.734629,-29.742563,-28.90297,-31.72401,-29.75669,-31.540537,-32.17436,-32.766884,-32.97605,-31.901485
-30.226904,-29.012392,-30.09467,-33.701557,-37.91152,-37.183033,-33.13706,-34.59081,-35.34698,-34.98672
-49.49365,-50.719894,-50.37493,-39.600845,-39.774963,-39.636158,-40.238438,-43.099052,-38.87598,-42.053215
-39.067318,-37.773407,-38.591087,-37.925793,-41.566658,-40.54661,-40.46801,-42.44923,-43.973576,-41.781136
-23.374155,-22.964872,-24.320875,-34.68312,-33.379612,-35.043785,-34.293888,-32.868164,-30.676193,-36.845917
-27.837864,-30.005697,-28.524412,-32.887817,-31.369509,-32.70144,-32.914116,-34.207104,-32.124763,-33.042988
-42.10787,-40.73433,-41.95766,-43.372303,-44.04701,-40.7303,-43.58209,-47.642067,-47.969322,-43.14021
-41.39823,-42.37412,-43.0147,-39.20736,-38.612194,-39.72824,-38.51437,-37.3145,-40.710396,-37.760704
-32.02923,-30.624619,-31.489746,-36.183426,-36.55181,-39.768456,-36.557697,-37.002113,-38.6693,-36.954067
-32.889866,-33.836132,-33.63717,-37.80987,-33.536373,-33.82091,-35.697678,-31.199707,-30.025322,-35.65408
-40.732704,-39.264847,-38.812275,-40.217274,-42.34066,-43.00405,-41.806423,-44.69921,-40.12553,-42.351994
-43.297997,-42.457207,-46.001724,-41.086918,-44.697174,-49.693512,-42.222183,-39.37367,-44.280914,-47.55492
-31.021238,-29.730127,-30.868856,-34.537243,-36.605072,-39.355766,-35.031452,-34.371502,-36.840576,-35.140907
-44.235313,-45.714928,-45.29546,-39.12201,-38.14796,-38.113487,-38.582108,-40.807564,-41.558983,-40.45328
-39.033863,-39.215553,-40.07449,-36.044792,-35.441574,-38.84847,-34.944916,-34.83909,-36.937675,-35.008614
-37.70169,-38.163345,-35.76311,-32.99691,-35.480614,-34.825134,-31.619785,-33.243557,-33.362747,-31.455832
-47.215588,-48.71812,-48.762398,-38.229214,-38.296947,-36.860546,-38.71375,-41.602184,-40.170616,-41.601063
